group group_name seqnames start end width strand gene_id gene_biotype symbol
317 1 genes chr9 21259657 21269186 9530 + ENSDARG00000069917 protein_coding ska3
318 1 genes chr9 21266684 21268576 1893 - ENSDARG00000057854 protein_coding sap18
319 1 genes chr9 21268739 21274664 5926 + ENSDARG00000112751 protein_coding BX511129.3
320 1 genes chr9 21277846 21299336 21491 + ENSDARG00000078864 protein_coding lats2
321 1 genes chr9 21306902 21357841 50940 + ENSDARG00000010281 protein_coding xpo4
322 1 genes chr9 21358941 21363501 4561 + ENSDARG00000040584 protein_coding eef1akmt1
323 1 genes chr9 21363623 21365350 1728 - ENSDARG00000010700 protein_coding il17d
324 1 genes chr9 21365043 21383489 18447 - ENSDARG00000027234 protein_coding ift88
325 1 genes chr9 21383620 21401302 17683 + ENSDARG00000003675 protein_coding cryl1
326 1 genes chr9 21401189 21405066 3878 + ENSDARG00000042707 protein_coding cx30.3
327 1 genes chr9 21407987 21409466 1480 + ENSDARG00000021889 protein_coding gja3
328 1 genes chr9 21430311 21460164 29854 - ENSDARG00000027353 protein_coding zmym2
329 1 genes chr9 21462467 21488976 26510 - ENSDARG00000005576 protein_coding mphosph8
330 1 genes chr9 21490822 21507083 16262 - ENSDARG00000079575 protein_coding aff3
331 1 genes chr9 21535885 21570566 34682 + ENSDARG00000006299 protein_coding arhgef7a
332 1 genes chr9 21722733 21724661 1929 + ENSDARG00000069866 protein_coding sox1a
333 1 genes chr9 21793565 21816606 23042 + ENSDARG00000018296 protein_coding rev1
334 1 genes chr9 21819082 21824647 5566 + ENSDARG00000069853 protein_coding txndc9
335 1 genes chr9 21824763 21825913 1151 - ENSDARG00000069850 protein_coding mrpl30
336 1 genes chr9 21826724 21831588 4865 + ENSDARG00000069846 protein_coding zgc:162944
337 1 genes chr9 21833628 21838045 4418 - ENSDARG00000069844 protein_coding acod1
338 1 genes chr9 21843915 21845783 1869 + ENSDARG00000069843 protein_coding kctd12.1
339 1 genes chr9 21893757 21970067 76311 - ENSDARG00000004930 protein_coding lmo7a
340 1 genes chr9 21971260 21976670 5411 - ENSDARG00000030177 protein_coding uchl3
341 1 genes chr9 21977383 21983659 6277 + ENSDARG00000092651 protein_coding si:dkey-57a22.11
342 1 genes chr9 21990058 21991216 1159 + ENSDARG00000092345 protein_coding si:dkey-57a22.13
343 1 genes chr9 21993092 21994057 966 + ENSDARG00000040736 protein_coding crygm7
344 1 genes chr9 21996315 21997149 835 + ENSDARG00000092764 protein_coding si:dkey-57a22.14
345 1 genes chr9 22000812 22001778 967 + ENSDARG00000040735 protein_coding crygm6
346 1 genes chr9 22003942 22004833 892 + ENSDARG00000093318 protein_coding si:dkey-57a22.15
347 1 genes chr9 22011912 22012819 908 + ENSDARG00000016421 protein_coding crygm1
348 1 genes chr9 22017368 22018304 937 + ENSDARG00000040738 protein_coding zgc:153846
349 1 genes chr9 22022105 22023061 957 - ENSDARG00000117097 protein_coding crygm2c
350 1 genes chr9 22056172 22057658 1487 - ENSDARG00000018797 protein_coding crygmxl1
351 1 genes chr9 22068412 22069364 953 - ENSDARG00000115234 protein_coding crygm2b
352 1 genes chr9 22075528 22076368 841 - ENSDARG00000057536 protein_coding crygm2a
353 1 genes chr9 22080122 22080989 868 + ENSDARG00000044875 protein_coding crygm2e
354 1 genes chr9 22091161 22092089 929 - ENSDARG00000057460 protein_coding crygm2d13
355 1 genes chr9 22098575 22099536 962 - ENSDARG00000069827 protein_coding crygm2d11
356 1 genes chr9 22116600 22117430 831 - ENSDARG00000069826 protein_coding crygm2d15
357 1 genes chr9 22120874 22122637 1764 - ENSDARG00000073750 protein_coding crygm2d18
358 1 genes chr9 22127117 22129839 2723 - ENSDARG00000069817 protein_coding crygm2d17
359 1 genes chr9 22134731 22135576 846 - ENSDARG00000116164 protein_coding crygm2d8
360 1 genes chr9 22146301 22158784 12484 - ENSDARG00000087301 protein_coding crygm2d14
361 1 genes chr9 22157282 22158325 1044 - ENSDARG00000076790 protein_coding crygm2d16
362 1 genes chr9 22181416 22182396 981 - ENSDARG00000073874 protein_coding crygm2d6
363 1 genes chr9 22187031 22188117 1087 - ENSDARG00000109861 protein_coding crygm2d17.1
364 1 genes chr9 22204677 22205682 1006 - ENSDARG00000069801 protein_coding crygm2d12
365 1 genes chr9 22212241 22213348 1108 - ENSDARG00000091148 protein_coding crygm2d20
366 1 genes chr9 22231878 22232902 1025 - ENSDARG00000069792 protein_coding crygm2d5
367 1 genes chr9 22239013 22240052 1040 - ENSDARG00000115701 protein_coding crygm2d9
368 1 genes chr9 22244537 22245572 1036 - ENSDARG00000087164 protein_coding crygm2d4
369 1 genes chr9 22271056 22272181 1126 - ENSDARG00000076572 protein_coding crygm2d7
370 1 genes chr9 22280471 22281854 1384 - ENSDARG00000088823 protein_coding crygm2d3
371 1 genes chr9 22298246 22299412 1167 - ENSDARG00000086658 protein_coding crygm2d21
372 1 genes chr9 22309838 22310919 1082 - ENSDARG00000087765 protein_coding crygm2d10
373 1 genes chr9 22317479 22318511 1033 - ENSDARG00000086917 protein_coding crygm2d2
374 1 genes chr9 22338578 22339582 1005 - ENSDARG00000087324 protein_coding crygm2d1
375 1 genes chr9 22344595 22345500 906 - ENSDARG00000078134 protein_coding crygm2f
376 1 genes chr9 22345047 22352280 7234 - ENSDARG00000041179 protein_coding crygm5
377 1 genes chr9 22351443 22366295 14853 + ENSDARG00000025943 protein_coding crygs3
378 1 genes chr9 22354281 22361681 7401 - ENSDARG00000078189 protein_coding crygm3
379 1 genes chr9 22359919 22360742 824 + ENSDARG00000010701 protein_coding crygs4
380 1 genes chr9 22375331 22618558 243228 + ENSDARG00000062696 protein_coding dgkg
381 1 genes chr9 22631672 22649297 17626 + ENSDARG00000069763 protein_coding etv5a
382 1 genes chr9 22656976 22672826 15851 + ENSDARG00000069758 protein_coding si:dkey-189g17.2
383 1 genes chr9 22677503 22748015 70513 + ENSDARG00000012942 protein_coding itgb5
384 1 genes chr9 22764235 22779813 15579 + ENSDARG00000093440 protein_coding tnfaip6
385 1 genes chr9 22780901 22802172 21272 + ENSDARG00000062650 protein_coding rif1
386 1 genes chr9 22805138 22892838 87701 - ENSDARG00000032630 protein_coding neb
387 1 genes chr9 22902865 22918413 15549 - ENSDARG00000018627 protein_coding arl5a
388 1 genes chr9 22929675 22939510 9836 + ENSDARG00000041830 protein_coding tsn
389 1 genes chr9 22940962 22963897 22936 - ENSDARG00000074034 protein_coding si:dkey-91i10.2
390 1 genes chr9 23003208 23007941 4734 + ENSDARG00000010432 protein_coding eaf2
391 1 genes chr9 23009608 23023288 13681 + ENSDARG00000057262 protein_coding si:dkey-91i10.3
392 1 genes chr9 23026324 23033818 7495 - ENSDARG00000007396 protein_coding rnd3b
393 1 genes chr9 23049500 23056240 6741 + ENSDARG00000005870 protein_coding mmadhc
394 1 genes chr9 23071149 23118350 47202 - ENSDARG00000004307 protein_coding lypd6
395 1 genes chr9 23124252 23162384 38133 + ENSDARG00000111339 protein_coding BX936418.1
396 1 genes chr9 23142170 23181062 38893 - ENSDARG00000077643 protein_coding lypd6b
397 1 genes chr9 23185615 23217196 31582 - ENSDARG00000076027 protein_coding kif5c
398 1 genes chr9 23224761 23234064 9304 + ENSDARG00000094272 protein_coding map3k19
399 1 genes chr9 23234233 23242684 8452 - ENSDARG00000036685 protein_coding ccnt2a
400 1 genes chr9 23244292 23253870 9579 - ENSDARG00000062549 protein_coding acmsd
401 1 genes chr9 23255410 23313342 57933 + ENSDARG00000079858 protein_coding tmem163a
402 1 genes chr9 23356774 23358597 1824 - ENSDARG00000032708 protein_coding arl4cb
403 1 genes chr9 23369294 23383131 13838 - ENSDARG00000030104 protein_coding sh3bp4
404 1 genes chr9 23511913 23625232 113320 + ENSDARG00000073920 protein_coding cntnap5a
405 1 genes chr9 23665777 23718614 52838 + ENSDARG00000041546 protein_coding gypc
406 1 genes chr9 23740506 23747409 6904 - ENSDARG00000013333 protein_coding ndufa10
407 1 genes chr9 23748133 23755337 7205 + ENSDARG00000005828 protein_coding faima
408 1 genes chr9 23754275 23765480 11206 - ENSDARG00000006848 protein_coding parp9
409 1 genes chr9 23765587 23779525 13939 + ENSDARG00000040445 protein_coding si:ch211-219a4.3
410 1 genes chr9 23783856 23807032 23177 - ENSDARG00000006422 protein_coding esyt3
411 1 genes chr9 23808546 23812636 4091 + ENSDARG00000011770 protein_coding dhrs12
412 1 genes chr9 23813593 23824290 10698 - ENSDARG00000040453 protein_coding wdfy2
413 1 genes chr9 23825440 23841704 16265 + ENSDARG00000013025 protein_coding ints6
414 1 genes chr9 23842884 23850978 8095 - ENSDARG00000057108 protein_coding serpine3
415 1 genes chr9 23859317 23885220 25904 - ENSDARG00000075264 protein_coding si:dkeyp-74a11.1
416 1 genes chr9 23885441 23894392 8952 - ENSDARG00000114572 protein_coding asb18
417 1 genes chr9 23895711 23906205 10495 + ENSDARG00000024846 protein_coding cops8
418 1 genes chr9 23900703 23902215 1513 + ENSDARG00000086685 protein_coding trim63b
419 1 genes chr9 23914317 23990416 76100 - ENSDARG00000077139 protein_coding col6a3
420 1 genes chr9 23983866 23994225 10360 - ENSDARG00000095915 protein_coding col6a3.1
421 1 genes chr9 24008879 24023369 14491 + ENSDARG00000062481 protein_coding mlphb
422 1 genes chr9 24025027 24025404 378 + ENSDARG00000099462 protein_coding prlh
423 1 genes chr9 24025444 24031461 6018 - ENSDARG00000005251 protein_coding rpe
424 1 genes chr9 24043780 24050257 6478 - ENSDARG00000062478 protein_coding ackr3a
425 1 genes chr9 24065855 24115589 49735 + ENSDARG00000030012 protein_coding lrrfip1a
426 1 genes chr9 24116275 24120855 4581 - ENSDARG00000069672 protein_coding tyw5
427 1 genes chr9 24121036 24123931 2896 + ENSDARG00000069671 protein_coding maip1
428 1 genes chr9 24125445 24145714 20270 + ENSDARG00000062465 protein_coding pgap1
429 1 genes chr9 24159280 24192145 32866 + ENSDARG00000062447 protein_coding hecw2a
430 1 genes chr9 24192370 24201159 8790 + ENSDARG00000014348 protein_coding stk17b
431 1 genes chr9 24204180 24209083 4904 - ENSDARG00000062425 protein_coding C9H2orf69
432 1 genes chr9 24208533 24212884 4352 + ENSDARG00000062423 protein_coding zgc:153901
433 1 genes chr9 24214660 24218367 3708 - ENSDARG00000004692 protein_coding nabp1a
434 1 genes chr9 24220315 24244383 24069 - ENSDARG00000027611 protein_coding cavin2a
435 1 genes chr9 24249184 24413008 163825 - ENSDARG00000051824 protein_coding tmeff2a
436 1 genes chr9 24708653 24710074 1422 + ENSDARG00000044355 protein_coding CT030712.1
437 1 genes chr9 24920677 24951662 30986 + ENSDARG00000005823 protein_coding slc39a10
438 1 genes chr9 24951129 25055722 104594 - ENSDARG00000060165 protein_coding dnah7
439 1 genes chr9 25083160 25094181 11022 - ENSDARG00000088402 protein_coding rubcnl
440 1 genes chr9 25096500 25171412 74913 + ENSDARG00000078778 protein_coding lrch1
441 1 genes chr9 25171662 25181697 10036 - ENSDARG00000019496 protein_coding esd
442 1 genes chr9 25198249 25255490 57242 - ENSDARG00000057029 protein_coding htr2aa
443 1 genes chr9 25320680 25328527 7848 - ENSDARG00000041503 protein_coding med4
444 1 genes chr9 25330905 25346583 15679 + ENSDARG00000041505 protein_coding itm2bb
445 1 genes chr9 25347814 25366541 18728 - ENSDARG00000007485 protein_coding epc2
446 1 genes chr9 25380758 25444091 63334 - ENSDARG00000011188 protein_coding acvr2aa
447 1 genes chr9 25568839 25837749 268911 + ENSDARG00000062338 protein_coding zeb2a
448 1 genes chr9 25840720 25913984 73265 + ENSDARG00000020642 protein_coding gtdc1
449 1 genes chr9 25924953 25993849 68897 - ENSDARG00000062349 protein_coding arhgap15
450 1 genes chr9 26086135 26096626 10492 + ENSDARG00000019223 protein_coding arglu1a
451 1 genes chr9 26103814 26127305 23492 + ENSDARG00000020164 protein_coding efnb2a
452 1 genes chr9 26199624 26504452 304829 + ENSDARG00000094811 protein_coding si:dkey-111i23.1
453 1 genes chr9 27329640 27337185 7546 + ENSDARG00000075033 protein_coding GTPBP8
454 1 genes chr9 27339505 27344683 5179 + ENSDARG00000014916 protein_coding slc10a2
455 1 genes chr9 27348809 27349361 553 + ENSDARG00000115923 protein_coding tlr20.1
456 1 genes chr9 27352298 27355333 3036 + ENSDARG00000088701 protein_coding tlr20.2
457 1 genes chr9 27371240 27371879 640 + ENSDARG00000114057 protein_coding tlr20.3
458 1 genes chr9 27379014 27379739 726 + ENSDARG00000092668 protein_coding tlr20.3.1
459 1 genes chr9 27381318 27391908 10591 - ENSDARG00000043566 protein_coding nepro
460 1 genes chr9 27393468 27398369 4902 - ENSDARG00000030636 protein_coding tex30
461 1 genes chr9 27398323 27410659 12337 - ENSDARG00000031971 protein_coding poglut2
462 1 genes chr9 27411502 27416612 5111 + ENSDARG00000094791 protein_coding si:dkey-193n17.9
463 1 genes chr9 27415754 27649406 233653 - ENSDARG00000006383 protein_coding stxbp5l
464 1 genes chr9 27688274 27720612 32339 - ENSDARG00000000542 protein_coding gtf2e1
465 1 genes chr9 27720267 27734078 13812 + ENSDARG00000000747 protein_coding lcmt2
466 1 genes chr9 27733334 27738110 4777 - ENSDARG00000041171 protein_coding crygs2
467 1 genes chr9 27740968 27749936 8969 - ENSDARG00000056886 protein_coding tbccd1
468 1 genes chr9 27750490 27790405 39916 + ENSDARG00000016059 protein_coding rab5b
469 1 genes chr9 27769526 27771368 1843 - ENSDARG00000094291 protein_coding si:rp71-45g20.11
470 1 genes chr9 27804027 27805832 1806 - ENSDARG00000056907 protein_coding si:rp71-45g20.10
471 1 genes chr9 27855684 27857413 1730 - ENSDARG00000056917 protein_coding si:rp71-45g20.4
472 1 genes chr9 27860332 27868267 7936 - ENSDARG00000056923 protein_coding dbr1
473 1 genes chr9 27876146 27901606 25461 + ENSDARG00000062258 protein_coding armc8
474 1 genes chr9 27909927 28103097 193171 - ENSDARG00000069560 protein_coding kcnh3
475 1 genes chr9 28103735 28129476 25742 + ENSDARG00000025375 protein_coding idh1
476 1 genes chr9 28140089 28208549 68461 + ENSDARG00000030633 protein_coding plekhm3
477 1 genes chr9 28232522 28234444 1923 + ENSDARG00000025420 protein_coding fzd5
478 1 genes chr9 28237378 28255029 17652 - ENSDARG00000099692 protein_coding ccnyl1
479 1 genes chr9 28263908 28275600 11693 - ENSDARG00000093420 protein_coding creb1b
480 1 genes chr9 28341109 28399071 57963 - ENSDARG00000043821 protein_coding klf7b
481 1 genes chr9 28598577 28606714 8138 + ENSDARG00000094554 protein_coding si:ch73-7i4.1
482 1 genes chr9 28610052 28616436 6385 - ENSDARG00000093998 protein_coding si:ch73-7i4.2
483 1 genes chr9 28685853 28687484 1632 - ENSDARG00000093465 protein_coding si:ch73-7i4.3
484 1 genes chr9 28688574 28691972 3399 + ENSDARG00000069549 protein_coding zgc:162396
485 1 genes chr9 28693592 28696999 3408 + ENSDARG00000069548 protein_coding zgc:162780
486 1 genes chr9 28778649 28867908 89260 - ENSDARG00000056704 protein_coding RAMP1
487 1 genes chr9 28870357 28939796 69440 - ENSDARG00000032324 protein_coding epb41l5
488 1 genes chr9 28939912 29029980 90069 - ENSDARG00000000631 protein_coding ptpn4a
489 1 genes chr9 29034221 29039506 5286 - ENSDARG00000069301 protein_coding tmem177
490 1 genes chr9 29040386 29058515 18130 + ENSDARG00000075285 protein_coding MRAS
491 1 genes chr9 29122039 29321665 199627 - ENSDARG00000006678 protein_coding pth2ra
492 1 genes chr9 29323163 29328009 4847 + ENSDARG00000029803 protein_coding oxgr1b
493 1 genes chr9 29338986 29427576 88591 - ENSDARG00000069500 protein_coding hs6st3b
494 1 genes chr9 29430432 29482414 51983 + ENSDARG00000062089 protein_coding uggt2
495 1 genes chr9 29484043 29497916 13874 - ENSDARG00000041110 protein_coding dnajc3a
496 1 genes chr9 29520696 29535453 14758 + ENSDARG00000056410 protein_coding fdx1
497 1 genes chr9 29529401 29544720 15320 - ENSDARG00000089326 protein_coding arhgap20
498 1 genes chr9 29548195 29571228 23034 + ENSDARG00000056387 protein_coding rnf17
499 1 genes chr9 29569375 29579908 10534 - ENSDARG00000018121 protein_coding cenpj
500 1 genes chr9 29581662 29616590 34929 + ENSDARG00000076480 protein_coding mcf2lb
501 1 genes chr9 29616854 29634354 17501 + ENSDARG00000021677 protein_coding phf11
502 1 genes chr9 29636620 29643628 7009 - ENSDARG00000069485 protein_coding spryd7b
503 1 genes chr9 29642857 29654998 12142 + ENSDARG00000010010 protein_coding trim13
504 1 genes chr9 29671553 29679172 7620 + ENSDARG00000005128 protein_coding rnaseh2b
505 1 genes chr9 29716380 29985390 269011 - ENSDARG00000062045 protein_coding il1rapl1a
506 1 genes chr9 29985010 30004074 19065 + ENSDARG00000112579 protein_coding cmss1
507 1 genes chr9 29994439 30007477 13039 + ENSDARG00000009430 protein_coding tmem30c
508 1 genes chr9 30013667 30054178 40512 - ENSDARG00000062177 protein_coding dcbld2
509 1 genes chr9 30090656 30102778 12123 + ENSDARG00000077403 protein_coding col8a1a
510 1 genes chr9 30108641 30111105 2465 + ENSDARG00000041071 protein_coding jagn1a
511 1 genes chr9 30112423 30128760 16338 + ENSDARG00000003641 protein_coding tfg
512 1 genes chr9 30132498 30165621 33124 - ENSDARG00000062156 protein_coding abi3bpa
513 1 genes chr9 30188764 30190513 1750 - ENSDARG00000019782 protein_coding impg2a
514 1 genes chr9 30204415 30206763 2349 + ENSDARG00000109522 protein_coding senp7a
515 1 genes chr9 30211038 30213671 2634 + ENSDARG00000115136 protein_coding senp7a.1
516 1 genes chr9 30217828 30247961 30134 - ENSDARG00000062148 protein_coding si:dkey-100n23.3
517 1 genes chr9 30248571 30259512 10942 - ENSDARG00000086911 protein_coding si:dkey-100n23.5
518 1 genes chr9 30263188 30264415 1228 - ENSDARG00000041051 protein_coding mid1ip1a
519 1 genes chr9 30268040 30274412 6373 - ENSDARG00000062147 protein_coding otc
520 1 genes chr9 30274637 30288446 13810 + ENSDARG00000056617 protein_coding rpgra
521 1 genes chr9 30294073 30316790 22718 + ENSDARG00000010318 protein_coding srpx
522 1 genes chr9 30323462 30363770 40309 - ENSDARG00000062135 protein_coding sytl5
523 1 genes chr9 30364667 30371247 6581 - ENSDARG00000056561 protein_coding asb11
524 1 genes chr9 30374181 30385278 11098 - ENSDARG00000041040 protein_coding piga
525 1 genes chr9 30387916 30392745 4830 + ENSDARG00000079703 protein_coding si:dkey-18p12.4
526 1 genes chr9 30421489 30427117 5629 + ENSDARG00000069453 protein_coding zgc:113314
527 1 genes chr9 30430188 30432778 2591 - ENSDARG00000069451 protein_coding gja8a
528 1 genes chr9 30464641 30477311 12671 + ENSDARG00000040065 protein_coding gja5a
529 1 genes chr9 30478768 30490414 11647 + ENSDARG00000040064 protein_coding acp6
530 1 genes chr9 30490504 30502010 11507 - ENSDARG00000095912 protein_coding si:dkey-229b18.3
531 1 genes chr9 30543139 30555725 12587 - ENSDARG00000056473 protein_coding chaf1b
532 1 genes chr9 30558508 30576522 18015 - ENSDARG00000056679 protein_coding morc3a
533 1 genes chr9 30577925 30582236 4312 + ENSDARG00000074204 protein_coding commd6
534 1 genes chr9 30585552 30639362 53811 + ENSDARG00000075156 protein_coding tbc1d4
535 1 genes chr9 30720048 30783892 63845 + ENSDARG00000032197 protein_coding klf12b
536 1 genes chr9 30800876 30808073 7198 - ENSDARG00000062106 protein_coding klf5b
537 1 genes chr9 30820290 31062704 242415 + ENSDARG00000069440 protein_coding dachd
